Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost
NAESJ-DT580,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,SILVAN SVENDBORG,SVENDBORG,OLE RØMERSVEJ 52 DK-5700 SVENDBORG,5700.0,117.0,0.0,0.0,EURO- OG HEXALINE GA,54,CLL,False,700.0
NAESJ-DT412,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,"DAVIDSEN A/S, VEJLE",VEJLE,TULIPVEJ 2 DK-7100 VEJLE,7100.0,54.0,0.0,0.0,ZINK TAGRENDE NR. 11,35,CLL,False,800.0
NAESJ-DT907,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,,ODINSVEJ 9-11 INDKØRSEL C,,"XL-BYG P/F BORG, FÆRØERNE",RUNAVÍK,"EIMSKIP, ØSTHAVNSVEJ 37, PORT 2, 8 FALKAVEGUR 4",620.0,36.0,0.0,0.0,NEDLØBSRØR PVC Ø90 M,64,CLL,False,0.0
NAESJ-DT105,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA GALTEN,GALTEN,FRICHSVEJ 57 DK-8464 GALTEN,8464.0,29.0,0.0,0.0,JUMBOLITE 600X106 KL,3,CLL,False,1000.0
NAESJ-DT405,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,,ODINSVEJ 9-11 INDKØRSEL C,,BYGMA BALSLEV,TÓRSHAVN,"EIMSKIP, ØSTHAVNSVEJ 37, PORT 2, 8 VEGURIN LANGI, POSTBOX 3309",110.0,34.0,0.0,0.0,OLI 402 60X60 KLAR O,4,CLL,False,0.0
NAESJ-DT589,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA ÅRHUS,VIBY J,JENS JUULS VEJ 25 DK-8260 VIBY J,8260.0,52.0,0.0,0.0,TWINLITE 16MM PC 360,22,CLL,False,1000.0
NAESJ-DT057,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,STARK DC AARHUS,BRABRAND,ROSBJERGVEJ 25 DK-8220 BRABRAND,8220.0,462.0,0.0,0.0,BRØNDKRAVE PVC 75 MM,205,CLL,False,900.0
NAESJ-DT948,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA OTTERUP,OTTERUP,HJORSLEVVEJ 2 DK-5450 OTTERUP,5450.0,39.0,0.0,0.0,EUROLINE LØS STØBEJE,44,CLL,False,600.0
NAESJ-DT962,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA HORSENS,HORSENS,ENDELAVEVEJ 6 DK-8700 HORSENS,8700.0,104.0,0.0,0.0,EURO- OG HEXALINE GA,30,CLL,False,1000.0
NAESJ-DT250,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,NIELS KRUSE A/S 75564422,FREDERICIA,"VOGNMAGERVEJ 1, SNOGHØJ DK-7000 FREDERICIA",7000.0,61.0,0.0,0.0,JÄRBOPRO 300X104 CM,29,CLL,False,800.0
NAESJ-DT555,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,STARK BOGENSE,BOGENSE,ØSTRE HAVNEVEJ 6 DK-5400 BOGENSE,5400.0,467.0,0.0,0.0,EUROLINE 2.0 DRÆN U/,141,CLL,False,600.0
NAESJ-DT847,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,STARK ODENSE,ODENSE C,JARLSBERGGADE 10 DK-5000 ODENSE C,5000.0,39.0,0.0,0.0,OLI 402 60X60 KLAR O,54,CLL,False,600.0
NAESJ-DT203,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA RINGE,RINGE,ØSTRE RINGVEJ 37 DK-5750 RINGE,5750.0,210.0,0.0,0.0,RENDEJERN NR. 11 KOR,515,CLL,False,700.0
NAESJ-DT200,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA AARHUS,VIBY J,JENS JUULS VEJ 25 DK-8260 VIBY J,8260.0,167.0,0.0,0.0,ECOLITE 240X109 KLAR,53,CLL,False,1000.0
NAESJ-DT805,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA ODENSE,ODENSE SØ,NYBORGVEJ 354 DK-5220 ODENSE SØ,5220.0,38.0,0.0,0.0,KONSOLJERN NR. 11 GA,62,CLL,False,600.0
NAESJ-DT643,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,BYGMA SVENDBORG,SVENDBORG,NORDRE RINGVEJ 151 DK-5700 SVENDBORG,5700.0,112.0,0.0,0.0,TWINLITE 16MM PC 360,37,CLL,False,700.0
NAESJ-DT042,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,STARK DISTRIBUTION FYN,TOMMERUP,MØLLEBAKKEN 34 DK-5690 TOMMERUP,5690.0,107.0,0.0,0.0,RENDEJERN NR. 11 KOR,87,CLL,False,700.0
NAESJ-DT633,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-19,PLASTMO A/S,RINGSTED,ODINSVEJ 9-11 INDKØRSEL C,4100.0,STARK SKANDERBORG,SKANDERBORG,DANMARKSVEJ 20 DK-8660 SKANDERBORG,8660.0,196.0,0.0,0.0,ECOLITE 420X109 BLÅT,57,CLL,False,1000.0
NAESJ-DT274,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-20,RDC NORDIC - DIRECT,KOLDING,PLATINVEJ 14 DK-6000 KOLDING,6000.0,STARK NYKØBING FALSTER,NYKØBING FALSTER,ENERGIVEJ 7 DK 4800  NYKØBING FALSTER,4800.0,2128.0,16.354,0.0,VELUX PRODUCTS,9,CLL,False,2100.0
NAESJ-DT047,,TEST1,07:00-15:30,2026-01-19,00:01-23:59,2026-01-19,FRODE LAURSEN A/S,JYDERUP,INDUSTRIPARKEN 30 DK-4450 JYDERUP,4450.0,NORMAL WH HEDENSTED,HEDENSTED,KILDEPARKEN 36 DK-8722 HEDENSTED,8722.0,10734.0,48.96,0.0,pll,34,IPL,False,1000.0
NAESJ-DT965,,TEST1,00:01-23:59,2026-01-16,00:01-23:59,2026-01-19,L'OREAL GREVE,GREVE,GREVE MAIN 21 DK-2670 GREVE,2670.0,NORMAL CENTRAL WAREHOUSE,HORSENS,"EGESKOVVEJ 15, PORT 28 DK-8700 HORSENS",8700.0,12272.0,46.08,0.0,COSMETICS,32,IPL,False,1000.0
NAESJ-DT635,,TEST1,00:01-23:59,2026-01-19,07:00-07:00,2026-01-20,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,REITAN DISTRIBUTION A/S,HORSENS,MARSALLE 32 DK-8700 HORSENS,8700.0,2162.0,0.0,5.2,EUROPALL,13,PLL,False,1900.0
NAESJ-DT229,,TEST1,00:01-23:59,2026-01-20,12:00-12:00,2026-01-20,HAUGEN-GRUPPEN DENMARK A/S,GREVE,KILDEBRØNDEVEJ 44 F DK-2670 GREVE,2670.0,REITAN DISTRIBUTION DANMARK A/S (C,HORSENS,MARS ALLE 60 DK-8700 HORSENS,8700.0,914.0,0.0,2.8,EUROPALL,7,PLL,False,1500.0
NAESJ-DT622,,TEST1,22:00-23:59,2026-01-18,10:30-10:30,2026-01-19,CDC COPENHAGEN,HEDEHUSENE,HEDELANDSVEJ 28C DK-2640 HEDEHUSENE,2640.0,IKEA ODENSE,ODENSE SØ,ØRBÆKVEJ 91,5220.0,28000.0,90.0,0.0,IKEA FURNITURE,1,LOAD,False,600.0
NAESJ-DT277,,TEST1,22:00-23:59,2026-01-19,09:00-09:00,2026-01-20,CDC COPENHAGEN,HEDEHUSENE,HEDELANDSVEJ 28C DK-2640 HEDEHUSENE,2640.0,IKEA ODENSE,ODENSE SØ,ØRBÆKVEJ 91,5220.0,28000.0,90.0,0.0,IKEA FURNITURE,1,LOAD,False,600.0
NAESJ-DT173,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,ØLAND A/S,BRØNDBY,PARK ALLÉ 366 MAN-TORS 6-15.30 FRE 6-13.45,2605.0,AIRTEAM,SAMSØ,TROLLEBORGVEJ 12 DK-8305 SAMSØ,8305.0,3600.0,78.336,13.6,VENT DELE,1,LOAD,False,2800.0
NAESJ-DT552,,TEST1,07:00-14:30,2026-01-20,00:01-23:59,2026-01-21,BRENNTAG NORDIC A/S,HASLEV,HØSTEN TEGLVÆRKSVEJ 47 HØSTEN,4690.0,FRODE LAURSEN,VEJLE,GAMMELMARKSVEJ 41 7100 VEJLE,7100.0,15000.0,38.016,13.2,RODALON,33,EUR,False,2400.0
NAESJ-DT157,,TEST1,00:01-23:59,2026-01-20,00:01-23:59,2026-01-21,SCANSEASON A/S,DALMOSE,INDUSTRIVEJ 1A,4261.0,HARALD NYBORG,ODENSE,GAMMEL HØJMEVEJ 30 DK 5250  ODENSE,5250.0,7000.0,120.384,13.2,DIVERSE,57,EUR,False,1800.0
NAESJ-DT235,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,GOOD FOOD GROUP A/S,HORSENS,C/O DSV SUB WHS - PORT 413-414 MOSSVEJ 27,8700.0,GIMA CATERING,GLOSTRUP,NAVERLAND 24,2600.0,9440.0,92.4,8.0,Created by DSV Templ,20,EUR,False,7100.0
NAESJ-DT506,,TEST1,08:00-12:00,2026-01-19,07:00-18:00,2026-01-19,VELI LINE APS,HILLERØD,GEFIONSVEJ 4 DK-3400 HILLERØD,3400.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,0.4,,1,PLL,False,1000.0
NAESJ-DT204,,TEST1,08:00-12:00,2026-01-19,07:30-18:00,2026-01-19,BOSTON DISTRIBUTION A/S,FARUM,"LUCERNEMARKEN 9, PORT 1 DK-3520 FARUM",3520.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,0.8,,2,PLL,False,1100.0
NAESJ-DT119,,TEST1,08:00-14:00,2026-01-19,07:00-18:00,2026-01-19,ALSO ACTEBIS A/S,TAASTRUP,HELGESHØJ ALLE 28-30 DK-2630 TAASTRUP,2630.0,TERMINAL NONFOOD ÅRSLEV,BRABRAND,ROSBJERGVEJ 35 DK-8220 BRABRAND,8220.0,0.0,0.0,6.0,,15,PLL,False,1900.0
NAESJ-DT614,,TEST1,00:01-23:59,2026-01-19,00:01-23:59,2026-01-20,DLH A/S,HORSENS,ORIONVEJ 5 DK-8700 HORSENS,8700.0,DAVIDSEN KØGE PROFF,KØGE,VÆRFTSVEJ 51 LEVERING STØBERIVEJ 3 DK-4600 KØGE,4600.0,26271.0,55.86,0.0,UNSPECIFIED GOODS,20,PLL,False,3000.0
NAESJ-DT915,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER GLOSTRUP,BRØNDBY,SDR. RINGVEJ 35 C,2605.0,0.0,0.0,5.0,MØBLER,0,PLL,False,4500.0
NAESJ-DT193,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER KØGE,KØGE,GAMMEL LYNGVEJ 25,4600.0,0.0,0.0,2.0,MØBLER,0,PLL,False,3300.0
NAESJ-DT989,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HILLERØD,HILLERØD,SIGRUNSVEJ 18,3400.0,0.0,0.0,5.2,MØBLER,0,PLL,False,4600.0
NAESJ-DT866,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HOLBÆK,HOLBÆK,STENHUSVEJ 50,4300.0,0.0,0.0,5.2,MØBLER,0,PLL,False,4600.0
NAESJ-DT587,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER HELSINGØR,HELSINGØR,KLOSTERMOSEVEJ 123,3000.0,0.0,0.0,2.4,MØBLER,0,PLL,False,3500.0
NAESJ-DT461,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER ROSKILDE,ROSKILDE,KØBENHAVNSVEJ 125,4000.0,0.0,0.0,5.4,MØBLER,0,PLL,False,4700.0
NAESJ-DT797,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER SLAGELSE,SLAGELSE,JAPANVEJ 4,4200.0,0.0,0.0,5.0,MØBLER,0,PLL,False,4500.0
NAESJ-DT798,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA NAESTVED,NÆSTVED,VESTERGÅRDSVEJ 40 VESTERGÅRDSVEJ 40,4700.0,0.0,0.0,3.3,MØBLER,0,PLL,False,3800.0
NAESJ-DT957,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA ISHØJ,ISHØJ,INDUSTRIDALEN 11 HUB ISHØJ,2635.0,0.0,0.0,11.9,MØBLER,0,PLL,False,7100.0
NAESJ-DT212,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,ILVA NYKØBING FALSTER,NYKØBING FALSTER,GULBORGCENTERET 26 TÅDERUP,4800.0,0.0,0.0,5.1,MØBLER,0,PLL,False,4600.0
NAESJ-DT885,,TEST1,07:00-13:00,2026-01-19,00:01-23:59,2026-01-20,"ILVA, VEJLE LOGISTIKCENTER",VEJLE,SADELMAGERVEJ 2,7100.0,IDEMØBLER KØGE,KØGE,GAMMEL LYNGVEJ 25,4600.0,0.0,0.0,2.0,MØBLER,0,PLL,False,3300.0
NAESJ-DT185,,TEST1,10:00-19:00,2026-01-19,00:01-23:59,2026-01-20,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT297,,TEST1,10:00-19:00,2026-01-19,00:01-23:59,2026-01-20,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT046,,TEST1,10:00-19:00,2026-01-19,00:01-23:59,2026-01-20,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT219,,TEST1,10:00-19:00,2026-01-19,00:01-23:59,2026-01-20,IDDESIGN A/S LOGISTIKC.VEJLE,VEJLE,SADELMAGERVEJ 12,7100.0,RTC HUB,BRØNDBY,ABILDAGER 8-14 DK-2605 BRØNDBY,2605.0,0.0,0.0,13.6,MØBLER,0,PLL,False,7100.0
NAESJ-DT258,,TEST1,08:00-12:00,2026-01-19,07:30-15:00,2026-01-19,SKANLOG LAGER,GREVE,"VENTRUPPARKEN 3, PORT 92-93 DK-2670 GREVE",2670.0,FLISE DESIGN,NYBORG,LYØVEJ 1 DK-5800 NYBORG,5800.0,0.0,0.0,13.6,,1,LOAD,False,1900.0
NAESJ-DT226,,TEST1,15:00-15:00,2026-01-19,06:00-16:00,2026-01-19,SMURFIT KAPPA DANMARK A/S,KOLDING,JENS HOLMS VEJ 51,6000.0,SMURFIT WESTROCK HERFØLGE,HERFØLGE,ISLANDSVEJ 2 DK-4681 HERFØLGE,4681.0,1.0,0.0,13.6,,46,PLL,False,6000.0
NAESJ-DT400,,TEST1,00:01-00:01,2026-01-19,07:00-14:30,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,NOPA NORDIC A/S,HOBRO,"HAVREVÆNGET 9, PORT 19-23 DK-9500 HOBRO",9500.0,5596.0,0.0,6.4,EY1707,32,PLL,False,2300.0
NAESJ-DT084,,TEST1,08:00-15:00,2026-01-19,07:00-12:00,2026-01-20,DANPLAST APS,HOLBÆK,SPRINGSTRUP 6 DK-4300 HOLBÆK,4300.0,ALASKA A/S,TRANEKÆR,LØKKEBYVEJ 12 DK-5953 TRANEKÆR,5953.0,4500.0,0.0,13.6,,1,LOAD,False,2000.0
NAESJ-DT223,,TEST1,16:40-16:40,2026-01-19,21:00-22:00,2026-01-19,POSTNORD,KASTRUP,KYSTVEJEN 26 DK-2770 KASTRUP,2770.0,"TLP, POSTNORD TERMINAL TAULOV",FREDERICIA,STAKKELSVANG 15 TAULOV,7000.0,10000.0,0.0,13.6,,1,LOAD,False,2300.0
NAESJ-DT762,,TEST1,12:00-12:00,2026-01-19,07:00-12:00,2026-01-20,NORDIC SUGAR A/S,NAKSKOV,TIETGENSVEJ 1 DK-4900 NAKSKOV,4900.0,ARLA FOODS AKAFA AMBA,SVENSTRUP J,SVENSTRUP SKOLEVEJ 25 DK-9230 SVENSTRUP J,9230.0,31500.0,0.0,13.6,,1,LOAD,False,3100.0
NAESJ-DT330,,TEST1,13:00-13:00,2026-01-19,07:00-12:00,2026-01-20,NORDIC SUGAR A/S,NAKSKOV,TIETGENSVEJ 1 DK-4900 NAKSKOV,4900.0,FYNBO FOODS A/S,VRÅ,SIGENVEJ 9 DK-9760 VRÅ,9760.0,31500.0,0.0,13.6,,1,LOAD,False,3300.0
NAESJ-DT354,,TEST1,10:30-10:30,2026-01-19,08:00-15:00,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,K. HANSEN TRANSPORT,VEJEN,RING 1 T.FØR:25352114/76960640 PARK ALLÉ 18 - ÅBN.TID 7-15,6600.0,4866.0,0.0,9.4,,20,PLL,False,2000.0
NAESJ-DT919,,TEST1,06:00-17:00,2026-01-19,07:00-15:00,2026-01-20,H. DAUGAARD,VAMDRUP,BAVNEVEJ 13 DK-6580 VAMDRUP,6580.0,GRØNVOLD & SCHOU TRÆLASTHANDEL,SLAGELSE,"SORØVEJ 19, 21",4200.0,0.0,0.0,13.6,,0,,False,6600.0
NAESJ-DT186,,TEST1,06:00-17:00,2026-01-19,07:00-15:00,2026-01-20,H. DAUGAARD,VAMDRUP,BAVNEVEJ 13 DK-6580 VAMDRUP,6580.0,ØBRO TRÆ A/S,GREVE,GREVE MAIN 15 DK-2670 GREVE,2670.0,0.0,0.0,13.6,,0,,False,6600.0
NAESJ-DT543,,TEST1,14:30-16:00,2026-01-19,00:01-23:59,2026-01-20,STOK EMBALLAGE K/S,MIDDELFART,FALSTERVEJ 11 DK-5500 MIDDELFART,5500.0,DSV ROAD A/S,HEDEHUSENE,HOVEDGADEN 630 - TERMINALEN DK-2640 HEDEHUSENE,2640.0,322.0,0.0,1.6,EMBALLAGE,1,PLL,False,2400.0
NAESJ-DT922,,TEST1,06:00-17:00,2026-01-19,07:00-15:00,2026-01-20,H. DAUGAARD,KOLDING,DOKVEJ 15 DK-6000 KOLDING,6000.0,BYGMA,HASLEV,MAGLEMOSEVEJ 13 DK-4690  HASLEV,4690.0,0.0,0.0,13.6,,0,,False,6000.0
NAESJ-DT495,,TEST1,14:30-16:00,2026-01-19,00:01-23:59,2026-01-19,STOK EMBALLAGE K/S,MIDDELFART,FALSTERVEJ 11 DK-5500 MIDDELFART,5500.0,UNISPORT WAREHOUSE,KØGE,SLEIPNERSVEJ 2 - PORT 14 DK-4600 KØGE,4600.0,1100.0,0.0,5.6,EMBALLAGE,9,PLL,False,3700.0
NAESJ-DT404,,TEST1,07:00-15:00,2026-01-19,07:00-12:00,2026-01-20,NETTO KØGE,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,SMART RETUR PADBORG,PADBORG,"THORSVEJ 19, PORT 53,54,55 DK-6330 PADBORG",6330.0,10840.0,0.0,13.2,,1,LOAD,False,2100.0
NAESJ-DT300,,TEST1,07:00-15:30,2026-01-19,00:01-23:59,2026-01-20,FRODE LAURSEN A/S,JYDERUP,INDUSTRIPARKEN 30 DK-4450 JYDERUP,4450.0,KAFFE K,HASSELAGER,ALSTRUP ALLE 11 DK-8361 HASSELAGER,8361.0,10734.0,48.96,0.0,pll,34,IPL,False,1000.0
NAESJ-DT960,,TEST1,00:01-00:01,2026-01-19,07:00-11:00,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,GRUNDFOS A/S FÅREVANG,FÅRVANG,ERHVERVSPARKEN 22 DK-8882 FÅRVANG,8882.0,1133.0,0.0,1.8,00410960,5,PLL,False,1400.0
NAESJ-DT557,,TEST1,00:01-00:01,2026-01-19,07:00-11:00,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,GRUNDFOS OPERATIONS,BJERRINGBRO,JÓRGENS ALLÔ 36 DK-8850 BJERRINGBRO,8850.0,842.0,0.0,1.2,00410960,4,PLL,False,1300.0
NAESJ-DT111,,TEST1,00:01-00:01,2026-01-19,07:00-11:00,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,ANTALIS A/S,HOLSTEBRO,BASTRUPGÅRDVEJ 8-10 DK-7500 HOLSTEBRO,7500.0,2111.0,0.0,4.2,693865,10,PLL,False,1500.0
NAESJ-DT777,,TEST1,00:01-00:01,2026-01-19,07:00-15:00,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,CLAYTON POWER A/S,ODENSE C,MIDDELFARTVEJ 9G DK-5000 ODENSE C,5000.0,1395.0,0.0,2.8,027-800102 LPS II BO,7,PLL,False,900.0
NAESJ-DT695,,TEST1,00:01-00:01,2026-01-19,07:00-15:00,2026-01-20,SMURFIT KAPPA DANMARK A/S,HERFØLGE,ISLANDSVEJ 2,4681.0,SMURFIT WESTROCK SYSTEMKASSEN,KOLDING,PORT 66 ELLER 67 ANDREAS SCHOUS VEJ 76,6000.0,3648.0,0.0,8.7,S530,21,PLL,False,1700.0
NAESJ-DT151,,TEST1,07:30-15:00,2026-01-19,00:01-23:59,2026-01-20,RMIG A/S,BALLERUP,MALMPARKEN 8 DK-2750 BALLERUP,2750.0,PAUL A JENSEN EFTF. APS,RØDEKRO,HÆRVEJEN 133 DK-6230 RØDEKRO,6230.0,29698.0,14.88,13.6,PERFORATED SHEETS,31,CLL,False,2100.0
NAESJ-DT448,,TEST1,07:00-08:00,2026-01-20,07:00-13:00,2026-01-20,HOLSHIP DANMARK A/S,KØGE,BALTIC KAJ 5 DK-4600 KØGE,4600.0,NTG A/S,KOLDING,KOKBJERG17 DK-6000 KOLDING,6000.0,11000.0,0.0,9.1,,17,PLL,False,1800.0
NAESJ-DT584,,TEST1,07:00-15:00,2026-01-19,00:01-23:59,2026-01-20,NINE UNITED SCANDINAVIA A/S,HORSENS,EGESKOVVEJ 29 DK-8700 HORSENS,8700.0,FREJ.DK APS / ATT VERPAN,GLOSTRUP,EJBY INDUSTRIVEJ 30 DK-2600 GLOSTRUP,2600.0,570.0,12.294,2.7,LAMPS,6,HPL,False,4400.0
NAESJ-DT581,,TEST1,07:30-15:00,2026-01-19,00:01-23:59,2026-01-20,RMIG A/S,BALLERUP,MALMPARKEN 8 DK-2750 BALLERUP,2750.0,PAUL A JENSEN EFTF. APS,RØDEKRO,HÆRVEJEN 133 DK-6230 RØDEKRO,6230.0,27441.0,11.941,13.6,PERFORATED SHEETS,27,CLL,False,2100.0
NAESJ-DT813,,TEST1,08:00-13:00,2026-01-19,08:00-13:00,2026-01-20,H.ESSERS / NEFF,ALLERØD,BLOVSTRØD TEGLVÆRKSVEJ 3 DK-3450 ALLERØD,3450.0,AUGUST FALLER A/S,HORSENS,ERHVERVSBYVEJ 14 DK-8700 HORSENS,8700.0,4222.0,38.016,13.2,TOMME BLÅ KASSER,33,PLL,False,2900.0
NAESJ-DT336,,TEST1,07:00-15:30,2026-01-19,07:00-12:00,2026-01-20,PALLE KONCEPT APS,GADSTRUP,ERHVERVSPARKEN 12-14 DK-4621 GADSTRUP,4621.0,FLENSTED A/S,ANSAGER,ADELVEJ 9 DK-6823 ANSAGER,6823.0,25000.0,0.0,13.6,brugt eur paller,1,LOAD,False,2300.0
NAESJ-DT285,,TEST1,00:01-16:00,2026-01-19,00:01-23:59,2026-01-20,3TEKNIK,ODENSE SØ,BLANGSTEDGAARDSVEJ 66,5220.0,NIVÅ CENTER,NIVÅ,DK-2990 NIVÅ DK-2990 NIVÅ,2990.0,0.0,2500.0,2.0,,5,PLL,False,2400.0
NAESJ-DT841,,TEST1,14:30-16:00,2026-01-19,00:01-23:59,2026-01-20,STOK EMBALLAGE K/S,MIDDELFART,FALSTERVEJ 11 DK-5500 MIDDELFART,5500.0,CINAS A/S,GREVE,AGENAVEJ 20 DK-2670 GREVE,2670.0,333.0,0.0,1.6,EMBALLAGE,1,PLL,False,2400.0
