Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Collection_Country,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Delivery_Country,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost,Finance_Department,Incoterm,Customer,Loading_Instructions,Customer_Reference,Additional_Information,Services,min_temperature,max_temperature,stops
KDEGR-DR5BM,,KDEGR,00:30-23:59,2026-02-06,06:00-06:00,2026-02-09,Coca-Cola Hellenic Bottling Company,Xeropotamos,Menelaou 45,713 04,GR,adidas AG,Berlin,Im Spektefeld 32-34,13589,DE,9194,0.0,0.0,FIBER CEMENT,5,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DRWAB,,KDEGR,08:00-23:59,2026-01-31,00:01-23:59,2026-02-02,Linde plc,Wuppertal,Kieler Str. 34,42107,DE,Attica Group,"Spetson,",662,661 00,GR,1710,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DRY0G,,KDEGR,07:00-14:58,2026-02-03,07:00-13:00,2026-02-05,OTE Group,Πύλη,EO Artas Trikalon,420 37,GR,Siemens AG,Stuttgart,Forststraße 167,70193,DE,750,18.86,4.1,-,3,PLT,False,3600.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
KDEGR-DRQ6E,,KDEGR,00:01-23:59,2026-02-05,00:01-23:59,2026-02-09,Sarantis Group,Tripoli,Pl. Areos 2,221 32,GR,Continental AG,Überlingen,Obertorstraße 12,88662,DE,50,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DRD6M,,KDEGR,23:59-23:59,2026-01-30,08:00-08:00,2026-02-02,Deutsche Post AG,Leinefelde-Worbis,Zentraler Pl. 2,37327,DE,Sarantis Group,"Spetson,",662,661 00,GR,13200,53.856,13.2,KLODSKASSER,33,EUR,False,2900.0,NAESJ,DAP,APM DENMARK APS,,,,,-99.0,99.0,
KDEGR-DRCYK,,KDEGR,00:01-08:08,2026-02-06,00:01-23:59,2026-02-09,Mercedes-Benz Group AG,Berlin,Pariser Platz,10117,DE,OTE Group,Xeropotamos,Menelaou 45,713 04,GR,0,0.0,0.8,GAVE ARTIKLER,2,PLL,False,1200.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEGR-DSO5D,,KDEGR,23:59-23:59,2026-01-27,23:59-23:59,2026-01-29,Mercedes-Benz Group AG,Konz,Saar-Mosel-Platz 2,54329,DE,Jumbo SA,Lavrio,Βασιλέως Γεωργίου 12,195 00,GR,0,0.0,3.6,MØBLER,0,PLL,False,4000.0,NAESJ,DAP,"ILVA, VEJLE LOGISTIKCENTER",,,,,-99.0,99.0,
KDEGR-DRUSW,,KDEGR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-29,Henkel AG & Co. KGaA,München,Pasinger Bahnhofspl. 5,81241,DE,Attica Group,Katerini,Georgaki Olympiou 30,601 00,GR,9,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DS1BG,,KDEGR,07:00-16:00,2026-02-05,07:00-15:45,2026-02-09,Bayer AG,Freilassing,Sägewerkstraße 15,83395,DE,Alpha Bank,Tichero,Agiou Ioannou Prodromou,680 03,GR,21891,475.2,13.2,DK JEM & FIX 2025 -,33,PLL,False,8700.0,NAESJ,DAP,STIBO COMPLETE A/S,,,,,-99.0,99.0,
KDEGR-DRFK8,,KDEGR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-28,OTE Group,Thira,Erithrou Stavrou,847 00,GR,Volkswagen AG,München,Carl-Wery-Straße 39,81739,DE,0,0.0,13.2,GAVE ARTIKLER,33,PLL,False,3100.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEGR-DSGMQ,,KDEGR,00:01-23:59,2026-02-02,00:01-23:59,2026-02-04,Linde plc,Dresden,Görlitzer Str. 21-25,01099,DE,Attica Group,Artemis,Rodopis 1,190 16,GR,72,0.0,0.0,STÅL PLUS RØRSAMLEMU,78,CLL,False,1000.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEGR-DRNQ6,,KDEGR,00:01-23:59,2026-02-06,00:01-23:59,2026-02-09,Motor Oil Hellas,Komotini,Frouriou 17,691 00,GR,RWE AG,Kassel,Baumbachstraße 2,34119,DE,0,0.0,6.4,GAVE ARTIKLER,16,PLL,False,2200.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEGR-DS6NX,,KDEGR,12:00-16:00,2026-02-04,07:00-12:00,2026-02-06,BMW AG,Berlin,Ridbacher Str. 67b,12621,DE,Alpha Bank,Kalamata,Agiou Ioannou 3,241 00,GR,13,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DREMM,,KDEGR,07:00-21:00,2026-02-03,07:00-15:45,2026-02-05,Mytilineos SA,Θεσσαλονίκη,Perikleous 35,562 24,GR,Deutsche Telekom AG,Kassel,Baumbachstraße 2,34119,DE,24000,0.0,13.6,PAKKER,1,LOAD,False,2300.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S,,,,,-99.0,99.0,
KDEGR-DSZNA,,KDEGR,08:00-14:00,2026-01-28,23:59-23:59,2026-01-30,Sarantis Group,Tichero,Agiou Ioannou Prodromou,680 03,GR,Bosch GmbH,Fehmarn,Mummendorfer Weg 7,23769,DE,25,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DRU8K,,KDEGR,00:01-23:59,2026-02-04,00:01-23:59,2026-02-06,Bosch GmbH,Freilassing,Sägewerkstraße 15,83395,DE,Sarantis Group,Tichero,Agiou Ioannou Prodromou,680 03,GR,421,0.0,0.9,,2,PLL,False,2400.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DS8L3,,KDEGR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-05,Henkel AG & Co. KGaA,Frankfurt am Main,Bernhard-Grzimek-Allee 1,60316,DE,Piraeus Bank,Komotini,Frouriou 17,691 00,GR,12903,0.0,13.2,TOMME EUR PALLER,33,PLL,False,3000.0,NAESJ,DAP,NETTO,,,,,-99.0,99.0,
KDEGR-DS4J9,,KDEGR,00:01-00:01,2026-02-03,08:00-16:00,2026-02-05,Jumbo SA,Zakinthos,Unnamed Road,290 92,GR,BMW AG,Bergen auf Rügen,Bahnhofstraße 65,18528,DE,2740,4.89,0.0,UNSPECIFIED GOODS,2,PLL,False,3000.0,NAESJ,DAP,DLH A/S,,,,,-99.0,99.0,
KDEGR-DS0LD,,KDEGR,00:01-23:59,2026-01-23,14:00-16:00,2026-01-26,Daimler AG,Berlin,Im Spektefeld 32-34,13589,DE,GEK Terna,Vironia,7784+P5,620 43,GR,0,0.0,3.2,GAVE ARTIKLER,3,PLL,False,1700.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEGR-DSHOM,,KDEGR,12:00-12:00,2026-01-27,08:00-12:00,2026-01-29,Piraeus Bank,Alimos,Leof. Kalamakiou 67,174 55,GR,Daimler AG,Kassel,Baumbachstraße 2,34119,DE,1700,0.0,1.5,GRANBY BOX,2,CLL,False,1400.0,NAESJ,DAP,GRANBY PACK (STAND TRAILER),,,,,-99.0,99.0,
KDEGR-DRZT4,,KDEGR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-29,Bosch GmbH,Hannover,Pelikanpl. 31,30177,DE,Alpha Bank,Kozani,Zisi Giachnika 34-36,501 00,GR,3074,0.0,11.2,147541/9611994484 AL,28,PLL,False,2200.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DSIKG,,KDEGR,08:00-09:00,2026-01-26,07:00-18:00,2026-01-28,Deutsche Post AG,Bielefeld,Ravensberger Park 2,33607,DE,National Bank of Greece,Peristeri,Karatheodori 1,121 34,GR,1381,0.0,2.0,1164,9,PLL,False,900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DR328,,KDEGR,00:01-08:08,2026-02-06,00:01-23:59,2026-02-09,Henkel AG & Co. KGaA,Bremen,Waller Heerstraße 293a,28219,DE,Motor Oil Hellas,Vasiliki,Δήμος Απολλωνίων,310 82,GR,0,0.0,0.8,GAVE ARTIKLER,2,PLL,False,1200.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEGR-DS8F4,,KDEGR,07:00-12:35,2026-02-05,07:00-15:00,2026-02-09,Alpha Bank,Πύλη,EO Artas Trikalon,420 37,GR,BASF SE,Bremen,Waller Heerstraße 293a,28219,DE,400,0.0,0.8,GRANBY BOX,2,CLL,False,1100.0,NAESJ,DAP,GRANBY PACK (STAND TRAILER),,,,,-99.0,99.0,
KDEGR-DSBAJ,,KDEGR,00:01-23:59,2026-02-02,00:01-23:59,2026-02-04,Deutsche Telekom AG,Überlingen,Obertorstraße 12,88662,DE,Sarantis Group,Zakinthos,Unnamed Road,290 92,GR,6567,10.243,4.0,HELA KARRYKETCHUP OR,11,PLL,False,1800.0,NAESJ,DAP,HAUGEN-GRUPPEN DENMARK A/S,,,,,-99.0,99.0,
KDEGR-DRJYI,,KDEGR,00:01-00:01,2026-02-06,00:01-23:59,2026-02-09,Eurobank Ergasias,Giannitsa,Pastra 2,581 00,GR,Continental AG,Kassel,Baumbachstraße 2,34119,DE,8335,0.0,13.0,,10,PLL,False,3100.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DSGSL,,KDEGR,23:59-23:59,2026-01-26,23:59-23:59,2026-01-28,Bosch GmbH,Leipzig,Menckestraße 23,04155,DE,Piraeus Bank,Volos,Iolkou 143,383 33,GR,6735,0.0,8.0,EUROPALL,17,PLL,False,2400.0,NAESJ,DAP,HAUGEN-GRUPPEN DENMARK A/S,,,,,-99.0,99.0,
KDEGR-DRIZQ,,KDEGR,00:01-23:59,2026-02-05,00:01-00:01,2026-02-09,Eurobank Ergasias,Xeropotamos,Menelaou 45,713 04,GR,Linde plc,Wuppertal,Kieler Str. 34,42107,DE,9516,0.0,13.2,UNSPECIFIED GOODS,33,PLL,False,8400.0,NAESJ,DAP,JAN IMPORT A/S,,,,,-99.0,99.0,
CTHO3-13C36,,KDEGR,14:00-14:00,2026-02-06,09:00-13:30,2026-02-09,ZF Friedrichshafen AG,Frankfurt am Main,Bernhard-Grzimek-Allee 1,60316,DE,Mytilineos SA,Katerini,Georgaki Olympiou 30,601 00,GR,2850,0.0,3.2,PERSONLIG PLEJE,8,EUR,False,4800.0,NAESJ,DAP,DERMA PHARM A/S,,,,,-99.0,99.0,
KDEGR-DR4VL,,KDEGR,00:01-00:01,2026-01-30,07:00-15:30,2026-02-02,Mytilineos SA,Trikala,Ipsilantou,421 00,GR,SAP SE,Dresden,Görlitzer Str. 21-25,01099,DE,24000,0.0,13.6,PAKKER,1,LOAD,False,7000.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S -,,,,,-99.0,99.0,
KDEGR-DR5A6,,KDEGR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-05,Sarantis Group,Artemis,Rodopis 1,190 16,GR,Daimler AG,München,Pasinger Bahnhofspl. 5,81241,DE,3495,0.0,4.2,705318,10,PLL,False,1900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DSN33,,KDEGR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Volkswagen AG,Hamburg,Glockengießerwall 5,20095,DE,GEK Terna,Aridea,Aristotelous 1,584 00,GR,2092,0.0,5.0,,6,PLL,False,1200.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
NINE1-BZ4UD,,KDEGR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-28,RWE AG,RA Den Helder,Van Speykstraat 5,1782,DE,Attica Group,Θεσσαλονίκη,Perikleous 35,562 24,GR,1950,20.786,5.5,FURNITURE & LIGHTING,8,CLL,False,5800.0,NAESJ,DAP,RHENUS WAREHOUSE & LOGISTICS,,,,,-99.0,99.0,
KDEGR-DRAAV,,KDEGR,07:00-13:00,2026-01-26,07:00-13:00,2026-01-28,Merck KGaA,Bergen auf Rügen,Bahnhofstraße 65,18528,DE,OTE Group,Xeropotamos,Menelaou 45,713 04,GR,795,0.0,1.5,400000205,5,PLL,False,1100.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DRN1Z,,KDEGR,12:00-15:00,2026-02-04,08:00-17:00,2026-02-06,Mercedes-Benz Group AG,Frankfurt am Main,Gebäude 529,60549,DE,Sarantis Group,Vironia,7784+P5,620 43,GR,11976,0.0,7.6,UNSPECIFIED GOODS,19,PLL,False,7500.0,NAESJ,DAP,NOPA NORDIC A/S,,,,,-99.0,99.0,
KDEGR-DRZZ6,,KDEGR,23:59-23:59,2026-01-30,23:59-23:59,2026-02-02,Attica Group,Volos,Iolkou 143,383 33,GR,Allianz SE,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,24236,0.0,13.2,UNSPECIFIED GOODS,66,HLP,False,7300.0,NAESJ,DAP,GS/AQUADOR/AQUADOR MINERALWATER A/,,,,,-99.0,99.0,
KDEGR-DSRJP,,KDEGR,00:01-23:59,2026-01-29,00:01-23:59,2026-02-02,ZF Friedrichshafen AG,Überlingen,Obertorstraße 12,88662,DE,Sarantis Group,Aridea,Aristotelous 1,584 00,GR,24000,0.0,13.6,PAKKER,1,LOAD,False,7000.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S -,,,,,-99.0,99.0,
KDEGR-DRZVA,,KDEGR,23:59-23:59,2026-01-28,16:00-16:00,2026-01-30,Siemens AG,Kassel,Baumbachstraße 2,34119,DE,Piraeus Bank,Tichero,Agiou Ioannou Prodromou,680 03,GR,15,0.0,0.0,TAGRENDE PVC NR. 12,14,CLL,False,1400.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEGR-DR6Y7,,KDEGR,23:59-23:59,2026-02-04,23:59-23:59,2026-02-06,Eurobank Ergasias,Lavrio,Βασιλέως Γεωργίου 12,195 00,GR,BASF SE,Bergen auf Rügen,Bahnhofstraße 65,18528,DE,1200,0.0,4.4,VARER,11,EUR,False,5300.0,NAESJ,DAP,STATE DRINKS,,,,,-99.0,99.0,
KDEGR-DS3JT,,KDEGR,07:00-15:00,2026-01-29,07:00-14:00,2026-02-02,Piraeus Bank,Komotini,Frouriou 17,691 00,GR,BMW AG,Hannover,Pelikanpl. 31,30177,DE,2398,0.0,5.2,EMBALLAGE,16,PLL,False,1700.0,NAESJ,DAP,CHEMOMETEC A/S,,,,,-99.0,99.0,
KDEGR-DSLKP,,KDEGR,07:00-14:00,2026-01-27,07:00-13:00,2026-01-29,OTE Group,Tichero,Agiou Ioannou Prodromou,680 03,GR,Deutsche Post AG,Harrislee,Industrieweg 27,24955,DE,1802,0.0,1.6,UNSPECIFIED GOODS,16,QPL,False,3800.0,NAESJ,DAP,"GS/LMC DK C/O, DSV ROAD SUB WAREHO",,,,,-99.0,99.0,
DISAH-ZELLZ,,KDEGR,00:01-23:59,2026-02-04,00:01-23:59,2026-02-06,Coca-Cola Hellenic Bottling Company,Aridea,Aristotelous 1,584 00,GR,Mercedes-Benz Group AG,Berlin,Im Spektefeld 32-34,13589,DE,3395,69.696,13.2,BOTTLE,33,EUR,False,3000.0,NAESJ,DAP,BERLIN PACKAGING DENMARK,,,,,-99.0,99.0,
KDEGR-DSGPP,,KDEGR,07:00-15:00,2026-02-02,07:00-15:00,2026-02-04,RWE AG,Düsseldorf,Erkrather Str. 30,40233,DE,Sarantis Group,"Spetson,",662,661 00,GR,619,0.0,1.2,1003054 KARTON TIL 3,6,PLL,False,1000.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DSHVP,,KDEGR,14:00-16:00,2026-01-26,08:00-14:00,2026-01-28,Merck KGaA,Hamburg,Glockengießerwall 5,20095,DE,Alpha Bank,Ellomenos,Rachi,310 84,GR,0,0.0,10.0,GAVE ARTIKLER,25,PLL,False,2900.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
SEADK-H20NM,,KDEGR,23:59-23:59,2026-02-06,14:30-16:00,2026-02-09,Sarantis Group,Θεσσαλονίκη,Perikleous 35,562 24,GR,RWE AG,Frankfurt am Main,Gebäude 529,60549,DE,9474,11.06,0.0,HEXAGON STEEL BOLTS,15,PLL,False,3000.0,NAESJ,DAP,DSV CROSS DOCK,,,,,-99.0,99.0,
KDEGR-DSX00,,KDEGR,00:01-23:59,2026-02-06,08:00-15:00,2026-02-09,Jumbo SA,Volos,Iolkou 143,383 33,GR,Bosch GmbH,Stuttgart,Zur Uhlandshöhe 41,70188,DE,70,1.44,6.0,DIVERSE,1,CLL,False,1400.0,NAESJ,DAP,OBO BETTERMANN APS,,,,,-99.0,99.0,
KDEGR-DSF5D,,KDEGR,00:01-23:59,2026-01-26,00:01-23:59,2026-01-28,GEK Terna,Xeropotamos,Menelaou 45,713 04,GR,adidas AG,Bergen auf Rügen,Bahnhofstraße 65,18528,DE,25503,41.284,13.2,HARBOE LIGHT PILSNER,33,PLL,False,3100.0,NAESJ,DAP,GS HARBOES BRYGGERI A/S,,,,,-99.0,99.0,
KDEGR-DRHT0,,KDEGR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-30,Linde plc,Düsseldorf,Erkrather Str. 30,40233,DE,Motor Oil Hellas,Istiea,8 μαϊου,342 00,GR,144,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3100.0,NAESJ,DAP,JAN IMPORT A/S,,,,,-99.0,99.0,
KDEGR-DS8F6,,KDEGR,13:00-13:00,2026-01-27,12:00-15:00,2026-01-29,E.ON SE,Frankfurt am Main,Gebäude 529,60549,DE,Coca-Cola Hellenic Bottling Company,Kalamata,Agiou Ioannou 3,241 00,GR,3919,6.46,0.0,UNSPECIFIED GOODS,8,PLL,False,3000.0,NAESJ,DAP,DLH A/S,,,,,-99.0,99.0,
KDEGR-DQTG7,,KDEGR,00:01-23:59,2026-02-03,00:30-23:59,2026-02-05,Eurobank Ergasias,Alimos,Leof. Kalamakiou 67,174 55,GR,Allianz SE,Düsseldorf,Erkrather Str. 30,40233,DE,384,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3400.0,NAESJ,DAP,GS/BS-IMPORT APS/GS BS-IMPORT APS,,,,,-99.0,99.0,
KDEGR-DSK0X,,KDEGR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-30,BMW AG,Bielefeld,Ravensberger Park 2,33607,DE,Piraeus Bank,Ellomenos,Rachi,310 84,GR,80,0.0,0.0,JUMBOLITE 300X106 OP,125,CLL,False,900.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEGR-DR8ED,,KDEGR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-30,Attica Group,Xeropotamos,Menelaou 45,713 04,GR,Deutsche Post AG,Dresden,Görlitzer Str. 21-25,01099,DE,50,0.0,0.0,TAGRENDE PVC NR. 10,39,CLL,False,800.0,NAESJ,DAP,PLASTMO A/S,,,,,-99.0,99.0,
KDEGR-DS3B5,,KDEGR,00:01-23:59,2026-02-04,00:01-23:59,2026-02-06,Mercedes-Benz Group AG,Freilassing,Sägewerkstraße 15,83395,DE,Sarantis Group,Komotini,Frouriou 17,691 00,GR,1255,28.693,6.2,-,6,CLL,False,4400.0,NAESJ,DAP,ØLAND A/S,,,,,-99.0,99.0,
KDEGR-DRG3Z,,KDEGR,00:01-23:59,2026-02-05,00:01-23:59,2026-02-09,Piraeus Bank,Vironia,7784+P5,620 43,GR,BMW AG,Frankfurt am Main,Gebäude 529,60549,DE,32,0.0,0.0,FIBER CEMENT,1,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DSWV7,,KDEGR,00:01-23:59,2026-02-06,23:59-23:59,2026-02-09,Motor Oil Hellas,Kastoria,Ioannou Valala 8,521 00,GR,Mercedes-Benz Group AG,Hamburg,Glockengießerwall 5,20095,DE,24000,0.0,13.6,PAKKER,1,LOAD,False,2300.0,NAESJ,DAP,BRING E-COMMERCE & LOGISTICS A/S,,,,,-99.0,99.0,
KDEGR-DSD74,,KDEGR,00:01-23:59,2026-02-06,00:01-23:59,2026-02-09,Volkswagen AG,Fehmarn,Mummendorfer Weg 7,23769,DE,Alpha Bank,Katerini,Georgaki Olympiou 30,601 00,GR,20745,73.44,0.0,COSMETICS,51,IPL,False,1000.0,NAESJ,DAP,L'OREAL GREVE,,,,,-99.0,99.0,
KDEGR-DS5NR,,KDEGR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-30,GEK Terna,Vasiliki,Δήμος Απολλωνίων,310 82,GR,ZF Friedrichshafen AG,Bielefeld,Ravensberger Park 2,33607,DE,4800,36.864,6.5,DIVERSE VARER,16,EUR,False,2300.0,NAESJ,DAP,SCANSEASON A/S,,,,,-99.0,99.0,
CTHO1-46MQE,,KDEGR,18:00-23:59,2026-02-04,23:59-23:59,2026-02-06,National Bank of Greece,Alimos,Leof. Kalamakiou 67,174 55,GR,ZF Friedrichshafen AG,Leinefelde-Worbis,Zentraler Pl. 2,37327,DE,1554,11.554,2.8,FOLIEFORM,9,PLL,False,2700.0,NAESJ,DAP,PLUS PACK AS,,,,,-99.0,99.0,
KDEGR-DSUZZ,,KDEGR,23:59-23:59,2026-01-30,00:01-23:59,2026-02-02,adidas AG,München,Pasinger Bahnhofspl. 5,81241,DE,Jumbo SA,Istiea,8 μαϊου,342 00,GR,2,0.0,0.0,FIBER CEMENT,0,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
KDEGR-DRXQU,,KDEGR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-30,Jumbo SA,Genisea,Epar.Od. Vafeikon-Avdiron 176,670 64,GR,Linde plc,Berlin,Im Spektefeld 32-34,13589,DE,3871,0.0,2.8,VARER,7,PLL,False,3800.0,NAESJ,DAP,DANISH BOTTLING A/S C/O DANSKE FRA,,,,,-99.0,99.0,
KDEGR-DRM13,,KDEGR,00:01-23:59,2026-01-29,00:01-23:59,2026-02-02,ThyssenKrupp AG,Heinersbrück,Tagesanlagen Jänschwalde,03185,DE,Piraeus Bank,Volos,Iolkou 143,383 33,GR,2336,0.0,0.0,FIBER CEMENT,2,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
SEADK-H2990,,KDEGR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Bayer AG,Frankfurt am Main,Bernhard-Grzimek-Allee 1,60316,DE,Mytilineos SA,Kalamata,Agiou Ioannou 3,241 00,GR,1439,8.08,2.0,WAISTCOAT MEN'S VEST,77,CTN,False,4000.0,NAESJ,DAP,DSV CROSS DOCK,,,,,-99.0,99.0,
KDEGR-DRV07,,KDEGR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Attica Group,Giannitsa,Pastra 2,581 00,GR,Deutsche Telekom AG,Berlin,Ridbacher Str. 67b,12621,DE,2035,0.0,1.2,UNSPECIFIED GOODS,3,PLL,False,4100.0,NAESJ,DAP,GS/INSULA DANMARK A/S/AMANDA SEAFO,,,,,-99.0,99.0,
KDEGR-DSYI4,,KDEGR,00:01-23:59,2026-02-04,00:01-23:59,2026-02-06,Continental AG,Berlin,Im Spektefeld 32-34,13589,DE,Sarantis Group,Komotini,Frouriou 17,691 00,GR,1400,8.064,1.6,4043032872,4,EUR,False,2800.0,NAESJ,DAP,DET GAMLE APOTEK A/S,,,,,-99.0,99.0,
KDEGR-DSOIZ,,KDEGR,00:01-23:59,2026-02-03,00:01-23:59,2026-02-05,Deutsche Post AG,Fehmarn,Mummendorfer Weg 7,23769,DE,Piraeus Bank,Θεσσαλονίκη,Perikleous 35,562 24,GR,9988,17.47,0.0,UNSPECIFIED GOODS,9,PLL,False,3000.0,NAESJ,DAP,DLH A/S,,,,,-99.0,99.0,
KDEGR-DR4U4,,KDEGR,00:01-08:08,2026-02-06,00:01-23:59,2026-02-09,Deutsche Post AG,Überlingen,Obertorstraße 12,88662,DE,Alpha Bank,Tichero,Agiou Ioannou Prodromou,680 03,GR,0,0.0,0.8,GAVE ARTIKLER,2,PLL,False,1200.0,NAESJ,DAP,DSV,,,,,-99.0,99.0,
KDEGR-DRG23,,KDEGR,00:01-23:59,2026-01-28,00:01-23:59,2026-01-30,Eurobank Ergasias,Volos,Iolkou 143,383 33,GR,RWE AG,Hamburg,Glockengießerwall 5,20095,DE,451,0.0,0.4,UNSPECIFIED GOODS,4,QPL,False,3200.0,NAESJ,DAP,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,,,,,-99.0,99.0,
KDEGR-DR7YL,,KDEGR,07:00-13:00,2026-01-28,23:59-23:59,2026-01-30,Attica Group,Kastoria,Ioannou Valala 8,521 00,GR,Henkel AG & Co. KGaA,Kassel,Baumbachstraße 2,34119,DE,0,0.0,0.8,MØBLER,0,PLL,False,2800.0,NAESJ,DAP,"ILVA, VEJLE LOGISTIKCENTER",,,,,-99.0,99.0,
KDEGR-DRSJF,,KDEGR,00:01-23:59,2026-01-27,00:01-23:59,2026-01-29,Allianz SE,Dresden,Görlitzer Str. 21-25,01099,DE,Mytilineos SA,Zakinthos,Unnamed Road,290 92,GR,15839,0.0,8.8,UNSPECIFIED GOODS,22,PLL,False,8400.0,NAESJ,DAP,GS/SCANDIC FOOD - AFH. TAARS/SCAND,,,,,-99.0,99.0,
KDEGR-DR221,,KDEGR,07:00-07:00,2026-01-28,23:59-23:59,2026-01-30,E.ON SE,Berlin,Pariser Platz,10117,DE,GEK Terna,Kozani,Zisi Giachnika 34-36,501 00,GR,700,0.0,5.0,GRANBY BOX,12,CLL,False,1400.0,NAESJ,DAP,GRANBY PACK,,,,,-99.0,99.0,
KDEGR-DRZMQ,,KDEGR,00:01-23:59,2026-01-30,00:01-23:59,2026-02-02,Allianz SE,Konz,Saar-Mosel-Platz 2,54329,DE,Piraeus Bank,Zakinthos,Unnamed Road,290 92,GR,1445,0.0,3.5,64773032,7,PLL,False,900.0,NAESJ,DAP,SMURFIT KAPPA DANMARK A/S,,,,,-99.0,99.0,
KDEGR-DRAW5,,KDEGR,23:59-23:59,2026-02-04,21:30-23:59,2026-02-06,ThyssenKrupp AG,München,Carl-Wery-Straße 39,81739,DE,Mytilineos SA,Vironia,7784+P5,620 43,GR,19008,0.0,13.2,SPRINKLERVÆSKE 4 LTR,66,HPL,False,6700.0,NAESJ,DAP,CABDAN APS - SÆDDING,,,,,-99.0,99.0,
KDEGR-DS125,,KDEGR,04:00-23:59,2026-01-28,23:59-23:59,2026-01-30,Daimler AG,Hannover,Pelikanpl. 31,30177,DE,Attica Group,Xeropotamos,Menelaou 45,713 04,GR,5230,0.0,0.0,FIBER CEMENT,5,CLL,False,2300.0,NAESJ,DAP,CEMBRIT A/S,,,,,-99.0,99.0,
